age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
43,services,divorced,secondary,no,372,yes,yes,cellular,4,feb,618,2,274,2,failure,no
54,management,married,tertiary,no,7249,yes,yes,cellular,4,feb,102,2,77,1,failure,no
41,blue-collar,married,,no,402,yes,no,cellular,4,feb,604,1,204,2,failure,no
34,technician,married,secondary,no,272,yes,no,cellular,4,feb,287,1,201,2,failure,no
50,admin.,single,secondary,no,167,no,yes,cellular,4,feb,346,2,191,3,failure,no
51,blue-collar,married,primary,no,362,yes,no,cellular,4,feb,108,4,272,2,failure,no
43,admin.,single,secondary,no,6,no,no,cellular,4,feb,58,1,264,1,failure,no
42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,161,4,212,3,failure,no
32,blue-collar,married,secondary,no,557,yes,yes,cellular,4,feb,210,2,253,1,failure,no
33,blue-collar,married,secondary,no,-241,yes,yes,cellular,4,feb,117,1,253,1,failure,no
28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,3,failure,no
40,unemployed,divorced,secondary,no,6322,no,no,cellular,4,feb,459,1,272,1,failure,no
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,no
37,admin.,single,primary,no,91,yes,no,cellular,4,feb,283,2,273,2,failure,no
44,blue-collar,divorced,secondary,no,272,yes,no,cellular,4,feb,219,4,205,2,failure,no
41,blue-collar,married,secondary,no,1245,yes,no,cellular,4,feb,123,1,271,1,failure,no
52,technician,married,secondary,no,463,yes,no,cellular,4,feb,132,6,267,5,failure,no
34,services,married,secondary,no,382,yes,yes,cellular,4,feb,494,2,198,7,failure,no
53,blue-collar,divorced,primary,no,255,yes,no,cellular,4,feb,134,2,272,2,failure,no
34,self-employed,married,secondary,no,47,no,no,cellular,4,feb,362,2,169,2,failure,no
32,blue-collar,married,primary,no,651,yes,no,cellular,4,feb,628,2,267,2,failure,no
56,management,married,primary,no,199,yes,yes,cellular,4,feb,331,2,209,1,failure,no
40,technician,married,secondary,no,694,yes,no,cellular,4,feb,97,4,196,5,failure,no
43,technician,married,secondary,no,0,yes,yes,cellular,4,feb,539,8,204,5,failure,no
50,management,married,tertiary,no,3284,yes,no,cellular,4,feb,195,2,271,3,failure,no
30,services,married,secondary,no,357,yes,no,cellular,4,feb,215,3,253,4,failure,no
56,admin.,married,,no,1848,yes,no,cellular,4,feb,147,2,260,1,failure,no
31,technician,single,primary,no,449,yes,no,cellular,4,feb,140,4,252,1,failure,no
58,entrepreneur,married,tertiary,no,0,yes,yes,cellular,4,feb,304,2,229,2,failure,no
60,retired,married,secondary,no,2516,yes,yes,cellular,4,feb,279,3,266,1,failure,no
27,blue-collar,married,secondary,no,1600,yes,no,cellular,4,feb,603,2,259,1,failure,no
32,entrepreneur,single,primary,no,1770,no,yes,cellular,4,feb,206,2,188,6,failure,no
29,admin.,single,secondary,no,260,yes,no,cellular,4,feb,453,2,273,2,failure,no
45,blue-collar,married,primary,no,412,yes,no,telephone,4,feb,45,5,265,13,failure,no
32,management,single,tertiary,no,156,yes,no,cellular,4,feb,82,2,246,6,failure,no
27,services,married,secondary,no,199,no,no,cellular,4,feb,108,2,195,6,failure,no
31,services,single,secondary,no,122,yes,no,cellular,4,feb,157,4,268,2,failure,no
32,self-employed,married,tertiary,no,322,yes,no,cellular,4,feb,192,2,272,1,failure,no
45,blue-collar,married,secondary,no,226,no,no,telephone,4,feb,170,2,212,2,failure,no
28,admin.,single,secondary,no,392,yes,yes,cellular,4,feb,214,2,259,2,failure,no
32,management,married,tertiary,no,1230,yes,no,cellular,4,feb,35,3,253,4,failure,no
31,management,divorced,tertiary,no,106,yes,no,cellular,5,feb,67,2,202,1,failure,no
27,blue-collar,married,secondary,no,245,yes,no,cellular,5,feb,7,7,255,11,failure,no
46,management,married,tertiary,no,-191,yes,no,cellular,5,feb,674,3,202,3,failure,no
41,admin.,divorced,secondary,no,4,yes,no,cellular,5,feb,232,1,211,1,failure,no
29,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,16,9,253,1,failure,no
35,services,divorced,secondary,no,440,yes,no,cellular,5,feb,103,1,248,1,failure,no
35,management,divorced,tertiary,no,500,yes,no,cellular,5,feb,177,1,252,1,failure,no
33,management,married,tertiary,no,741,no,no,cellular,5,feb,283,1,260,1,failure,no
34,technician,married,secondary,no,1072,no,yes,cellular,5,feb,136,1,252,2,failure,no
32,services,married,secondary,no,1066,yes,no,cellular,5,feb,150,1,262,9,failure,no
39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,failure,no
47,blue-collar,divorced,secondary,no,1815,yes,no,cellular,5,feb,105,1,253,4,failure,no
29,admin.,married,secondary,no,503,no,yes,cellular,5,feb,433,1,199,2,failure,no
27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8,1,254,5,failure,no
59,blue-collar,married,primary,no,99,yes,no,cellular,5,feb,43,1,261,3,failure,no
30,blue-collar,single,secondary,no,144,yes,no,cellular,5,feb,259,1,260,3,failure,no
32,technician,married,secondary,no,3322,yes,no,cellular,5,feb,588,2,175,2,failure,no
43,management,married,,no,587,yes,no,cellular,5,feb,11,6,231,9,failure,no
29,services,married,primary,no,549,yes,no,cellular,5,feb,205,1,245,2,failure,no
34,blue-collar,married,secondary,no,563,no,yes,cellular,5,feb,384,1,2,2,failure,no
30,blue-collar,single,primary,no,105,yes,no,cellular,5,feb,131,1,265,1,failure,no
32,admin.,single,secondary,no,642,yes,no,cellular,5,feb,52,1,253,2,failure,no
30,management,single,secondary,no,293,yes,no,cellular,5,feb,232,1,253,2,failure,no
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,failure,no
41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,361,1,253,2,failure,no
33,technician,single,,no,10600,no,no,cellular,5,feb,202,1,267,2,failure,no
35,management,married,tertiary,no,1557,yes,yes,cellular,5,feb,225,1,268,1,failure,no
42,management,married,primary,no,-417,yes,no,cellular,5,feb,81,3,273,3,failure,no
39,self-employed,single,tertiary,no,917,yes,no,cellular,5,feb,161,2,258,1,failure,no
47,blue-collar,divorced,primary,no,1927,yes,no,cellular,5,feb,130,4,275,3,failure,no
34,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,102,1,170,2,failure,no
40,services,married,secondary,no,-212,yes,yes,cellular,5,feb,71,1,258,1,failure,no
33,services,single,secondary,no,406,yes,no,cellular,5,feb,61,1,275,1,failure,no
57,management,divorced,tertiary,no,442,no,no,cellular,5,feb,41,1,253,3,failure,no
54,housemaid,divorced,primary,no,2253,yes,no,cellular,5,feb,266,1,196,1,failure,no
32,admin.,married,secondary,no,1661,yes,no,cellular,5,feb,76,1,209,2,failure,no
32,services,married,secondary,no,182,no,no,cellular,5,feb,277,1,169,2,failure,no
31,blue-collar,single,secondary,no,573,yes,no,telephone,5,feb,58,1,269,2,failure,no
29,blue-collar,single,primary,no,365,yes,yes,cellular,5,feb,72,1,274,2,failure,no
40,admin.,married,secondary,no,367,yes,no,telephone,5,feb,89,1,274,1,failure,no
58,technician,married,,no,1617,yes,no,cellular,5,feb,109,4,274,2,failure,no
55,blue-collar,married,secondary,no,1765,yes,no,cellular,5,feb,445,1,267,1,failure,no
42,technician,married,secondary,no,315,yes,no,cellular,5,feb,208,1,275,2,failure,no
34,management,divorced,tertiary,no,0,no,no,cellular,5,feb,108,4,175,3,failure,no
45,technician,married,secondary,no,858,no,no,cellular,5,feb,617,4,251,2,failure,no
30,unemployed,single,secondary,no,79,no,yes,cellular,5,feb,528,2,196,1,failure,no
32,admin.,divorced,secondary,no,2294,yes,no,cellular,5,feb,342,2,260,2,failure,no
58,technician,married,secondary,no,0,yes,no,cellular,5,feb,1823,1,205,1,failure,no
27,technician,single,secondary,no,126,yes,yes,cellular,5,feb,147,2,216,4,failure,no
48,blue-collar,married,secondary,no,426,yes,yes,cellular,5,feb,153,2,177,2,failure,no
42,housemaid,married,primary,no,4279,yes,no,cellular,5,feb,97,1,198,1,failure,no
46,technician,married,tertiary,no,157,no,no,cellular,5,feb,120,2,224,1,failure,no
37,blue-collar,married,primary,no,95,yes,no,cellular,5,feb,415,2,272,2,failure,no
44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,7,80,15,failure,no
33,management,married,tertiary,no,377,yes,no,cellular,5,feb,213,2,276,1,failure,no
31,services,single,,no,347,yes,no,cellular,5,feb,254,3,260,1,failure,no
37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127,2,258,4,failure,no
37,management,married,tertiary,no,21,yes,no,cellular,5,feb,89,2,252,2,failure,no
40,unemployed,married,tertiary,no,2135,yes,no,cellular,5,feb,171,5,230,1,failure,no
43,admin.,single,secondary,no,1022,yes,no,cellular,5,feb,163,3,276,2,failure,no
43,admin.,single,secondary,no,375,no,yes,cellular,5,feb,193,2,199,4,failure,no
33,blue-collar,single,secondary,no,123,yes,no,cellular,5,feb,273,3,212,4,failure,no
37,blue-collar,single,secondary,no,111,yes,no,cellular,5,feb,60,2,272,2,failure,no
32,blue-collar,divorced,primary,no,158,yes,no,cellular,5,feb,728,4,253,1,failure,no
33,blue-collar,single,secondary,no,687,yes,no,cellular,6,feb,178,2,273,1,failure,no
30,management,single,tertiary,no,640,no,no,cellular,6,feb,124,4,213,2,failure,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,6,feb,204,2,214,1,failure,no
52,management,married,secondary,no,4873,no,no,telephone,6,feb,381,6,213,9,failure,no
30,unemployed,single,tertiary,no,306,no,no,cellular,6,feb,90,6,256,14,failure,no
35,admin.,divorced,secondary,no,627,yes,no,cellular,6,feb,298,6,275,2,failure,no
49,self-employed,married,tertiary,no,503,yes,no,cellular,6,feb,310,4,200,1,failure,no
44,technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,failure,no
43,management,married,tertiary,no,479,yes,no,cellular,6,feb,168,1,254,2,failure,no
31,services,married,secondary,no,1801,yes,no,telephone,6,feb,136,1,274,2,failure,no
41,management,married,tertiary,no,326,no,no,cellular,6,feb,163,1,182,2,failure,no
31,admin.,single,tertiary,no,383,no,yes,cellular,6,feb,119,1,214,1,failure,no
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,168,1,212,2,failure,no
40,management,married,secondary,no,6695,yes,no,cellular,6,feb,297,1,252,1,failure,no
35,blue-collar,single,,no,871,yes,no,cellular,6,feb,117,1,245,3,failure,no
37,technician,married,secondary,no,-254,yes,yes,cellular,6,feb,121,3,254,2,failure,no
58,services,married,primary,no,443,no,no,telephone,6,feb,41,2,204,1,failure,no
37,unemployed,divorced,secondary,no,74,yes,no,cellular,6,feb,120,1,275,1,failure,no
60,technician,married,secondary,no,1139,no,no,cellular,6,feb,67,2,207,2,failure,no
36,services,single,secondary,no,417,yes,no,cellular,6,feb,15,10,207,3,failure,no
46,technician,married,primary,no,718,yes,no,cellular,6,feb,80,2,268,1,failure,no
40,blue-collar,married,,no,638,yes,yes,cellular,6,feb,68,3,254,2,failure,no
57,admin.,divorced,secondary,yes,-435,yes,yes,cellular,6,feb,89,5,273,2,failure,no
34,technician,single,secondary,no,347,yes,no,cellular,6,feb,154,2,197,6,failure,no
45,blue-collar,married,secondary,no,776,yes,no,cellular,6,feb,232,4,253,1,failure,no
47,self-employed,married,tertiary,no,-80,yes,no,cellular,6,feb,150,3,270,2,failure,no
54,retired,single,secondary,no,515,yes,no,cellular,6,feb,115,2,234,1,failure,no
35,admin.,divorced,secondary,no,183,no,yes,cellular,6,feb,12,7,217,1,failure,no
,self-employed,married,tertiary,no,917,no,no,cellular,6,feb,518,3,212,5,failure,no
38,management,married,tertiary,no,569,yes,no,cellular,6,feb,105,2,252,1,failure,no
49,retired,divorced,secondary,no,-268,yes,no,cellular,6,feb,42,2,206,5,failure,no
35,management,single,secondary,no,6809,yes,no,telephone,6,feb,139,8,273,7,failure,no
27,self-employed,divorced,secondary,no,165,yes,no,cellular,6,feb,1160,2,192,4,failure,no
42,technician,married,secondary,no,769,no,no,cellular,6,feb,187,2,246,1,failure,no
33,blue-collar,single,tertiary,no,350,yes,no,cellular,6,feb,148,7,227,5,failure,no
55,technician,married,secondary,no,517,yes,yes,cellular,6,feb,47,3,263,4,failure,no
58,services,married,secondary,no,-37,no,yes,telephone,6,feb,150,2,205,6,failure,no
33,technician,single,secondary,no,10,yes,no,cellular,6,feb,71,2,274,1,failure,no
32,housemaid,married,primary,no,-184,yes,no,cellular,6,feb,129,2,197,1,failure,no
46,entrepreneur,married,secondary,no,122,no,no,cellular,6,feb,1047,2,1,7,failure,no
33,management,married,tertiary,no,17946,yes,no,cellular,6,feb,195,5,259,1,failure,no
40,blue-collar,married,primary,no,451,yes,no,cellular,6,feb,356,3,262,1,failure,no
37,blue-collar,married,secondary,no,688,yes,no,cellular,9,feb,158,2,279,2,failure,no
50,blue-collar,married,primary,no,859,yes,yes,telephone,9,feb,56,5,196,7,failure,no
,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,failure,no
33,admin.,married,secondary,no,347,yes,no,cellular,9,feb,7,7,193,13,failure,no
30,blue-collar,married,primary,no,243,no,yes,cellular,9,feb,133,2,213,2,failure,no
56,technician,divorced,secondary,no,0,yes,no,cellular,9,feb,139,5,265,4,failure,no
43,blue-collar,married,secondary,no,130,yes,no,cellular,9,feb,146,3,256,1,failure,no
27,blue-collar,single,secondary,no,539,yes,no,cellular,9,feb,268,5,252,2,failure,no
33,technician,married,secondary,no,0,yes,no,cellular,9,feb,176,2,262,2,failure,no
30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,75,4,258,1,failure,no
32,self-employed,single,secondary,no,360,yes,no,cellular,9,feb,175,3,259,4,failure,no
39,blue-collar,married,secondary,no,20,yes,no,cellular,9,feb,686,5,279,1,failure,no
46,services,married,secondary,no,561,yes,no,cellular,9,feb,84,4,256,7,failure,no
48,technician,married,tertiary,no,150,yes,no,cellular,9,feb,168,2,203,7,failure,no
54,blue-collar,married,secondary,no,2047,no,no,telephone,9,feb,150,7,194,6,failure,no
35,blue-collar,married,secondary,no,-100,yes,no,telephone,9,feb,13,7,272,9,failure,no
58,blue-collar,married,primary,no,42,yes,no,cellular,9,feb,96,6,264,3,failure,no
48,blue-collar,married,primary,no,683,yes,no,cellular,9,feb,144,5,209,12,failure,no
46,services,married,secondary,no,692,yes,no,cellular,9,feb,388,3,257,2,failure,no
54,management,married,secondary,no,2895,yes,no,cellular,9,feb,20,2,256,1,failure,no
28,management,single,tertiary,no,385,no,yes,cellular,9,feb,79,4,193,7,failure,no
37,unemployed,married,secondary,no,356,no,no,cellular,9,feb,33,2,216,1,failure,no
36,technician,married,tertiary,no,99,yes,yes,cellular,10,feb,86,1,85,1,failure,no
37,services,single,secondary,no,248,yes,no,cellular,10,feb,77,1,279,2,failure,no
38,management,married,tertiary,no,184,no,no,cellular,10,feb,64,2,188,2,failure,no
39,management,married,secondary,no,363,yes,yes,cellular,11,feb,67,1,209,1,failure,no
31,admin.,single,secondary,no,554,yes,no,cellular,11,feb,80,1,6,1,failure,no
28,admin.,married,tertiary,no,174,yes,yes,cellular,11,feb,56,1,184,2,failure,no
54,management,divorced,tertiary,no,26306,yes,no,cellular,11,feb,27,1,84,3,failure,no
31,management,single,secondary,yes,0,no,no,cellular,11,feb,112,4,85,2,failure,no
43,management,divorced,tertiary,no,36,no,no,cellular,13,feb,61,1,193,1,failure,no
45,technician,married,secondary,no,2403,no,no,cellular,13,feb,147,2,84,1,failure,no
54,management,married,tertiary,no,2960,yes,no,cellular,13,feb,94,9,85,1,failure,no
51,technician,married,secondary,no,195,yes,no,cellular,17,feb,105,1,92,1,failure,no
59,management,married,tertiary,no,1831,no,no,cellular,17,feb,122,1,92,1,failure,no
56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,134,3,94,2,failure,no
56,services,divorced,secondary,no,935,no,no,cellular,26,feb,112,1,227,2,failure,no
35,technician,divorced,secondary,no,2823,yes,no,cellular,26,feb,74,1,24,1,failure,no
49,self-employed,married,tertiary,no,503,yes,no,cellular,27,feb,118,5,21,5,failure,no
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,no
36,technician,married,secondary,no,6384,yes,yes,cellular,27,feb,59,1,101,1,failure,no
37,management,married,tertiary,no,708,yes,no,cellular,27,feb,32,4,225,3,failure,no
59,management,married,tertiary,no,2143,yes,no,cellular,28,jan,59,1,268,1,failure,no
40,management,married,tertiary,no,378,yes,yes,cellular,28,jan,260,1,268,2,failure,no
42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,no
43,technician,divorced,secondary,no,87,yes,no,cellular,28,jan,130,1,247,2,failure,no
43,entrepreneur,divorced,tertiary,no,626,yes,no,cellular,28,jan,72,1,167,2,failure,no
38,blue-collar,married,secondary,no,67,no,no,cellular,28,jan,74,1,239,2,failure,no
48,services,married,secondary,no,651,no,yes,cellular,28,jan,228,1,196,2,failure,no
53,technician,divorced,secondary,no,392,yes,no,cellular,28,jan,70,1,245,1,failure,no
33,blue-collar,married,secondary,yes,-354,yes,yes,cellular,28,jan,104,1,245,2,failure,no
46,technician,married,,no,557,yes,no,cellular,28,jan,148,1,197,4,failure,no
57,services,divorced,primary,no,362,no,no,cellular,28,jan,91,1,231,1,failure,no
52,services,married,secondary,no,393,yes,yes,cellular,28,jan,446,1,182,8,failure,no
43,management,married,tertiary,no,344,yes,yes,cellular,28,jan,282,1,238,2,failure,no
48,technician,married,secondary,no,0,yes,no,cellular,28,jan,123,1,204,1,failure,no
,services,married,secondary,no,2478,yes,no,cellular,28,jan,347,1,230,1,failure,no
52,technician,married,,no,425,yes,no,cellular,28,jan,219,2,254,3,failure,no
33,admin.,married,secondary,no,4012,no,yes,cellular,28,jan,90,1,265,4,failure,no
47,blue-collar,married,primary,no,1452,yes,yes,cellular,28,jan,181,1,177,2,failure,no
53,self-employed,married,tertiary,no,1672,no,no,cellular,28,jan,176,1,189,1,failure,no
52,technician,married,secondary,no,98,yes,no,cellular,28,jan,103,1,245,2,failure,no
58,retired,married,secondary,no,374,yes,yes,cellular,28,jan,223,1,196,1,failure,no
54,entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,jan,242,1,184,8,failure,no
56,unemployed,married,secondary,no,-246,no,yes,cellular,28,jan,461,2,204,2,failure,no
31,unemployed,married,secondary,no,20,no,no,cellular,28,jan,304,1,71,1,failure,no
38,blue-collar,married,secondary,no,105,yes,no,cellular,28,jan,158,1,265,2,failure,no
38,management,married,tertiary,no,1066,yes,no,cellular,28,jan,86,1,189,1,failure,no
51,admin.,married,secondary,no,176,no,no,cellular,28,jan,214,1,183,2,failure,no
44,admin.,married,secondary,no,429,yes,no,cellular,28,jan,99,1,246,4,failure,no
53,housemaid,married,tertiary,no,554,no,no,cellular,28,jan,48,1,181,5,failure,no
35,management,married,tertiary,no,436,no,yes,cellular,28,jan,507,1,184,4,failure,no
52,technician,married,,no,370,yes,no,cellular,28,jan,144,1,197,2,failure,no
48,management,single,tertiary,no,-295,no,yes,cellular,28,jan,121,1,190,2,failure,no
57,blue-collar,married,secondary,no,1316,no,no,cellular,28,jan,221,2,182,5,failure,no
57,blue-collar,married,secondary,no,297,no,yes,telephone,28,jan,120,2,154,16,failure,no
37,services,single,secondary,no,62,yes,no,cellular,28,jan,252,2,268,2,failure,no
54,management,married,,no,876,yes,no,cellular,28,jan,66,2,198,3,failure,no
59,admin.,married,secondary,no,1455,yes,no,cellular,28,jan,222,2,191,1,failure,no
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,jan,290,2,153,3,failure,no
30,admin.,single,secondary,no,732,yes,no,cellular,28,jan,445,1,223,1,failure,no
37,blue-collar,married,secondary,no,417,no,no,cellular,28,jan,389,1,181,5,failure,no
48,technician,married,secondary,no,547,no,no,cellular,28,jan,74,1,176,2,failure,no
47,technician,married,secondary,no,487,no,no,cellular,28,jan,218,2,177,1,failure,no
59,blue-collar,married,primary,no,699,no,no,cellular,28,jan,98,1,154,6,failure,no
55,technician,married,secondary,no,3207,no,no,cellular,28,jan,158,2,153,12,failure,no
49,technician,married,secondary,no,177,yes,yes,cellular,28,jan,90,1,204,1,failure,no
42,technician,married,secondary,no,799,no,no,cellular,28,jan,234,1,181,6,failure,no
56,technician,single,tertiary,no,-528,no,no,cellular,28,jan,290,2,184,2,failure,no
26,blue-collar,single,secondary,no,0,yes,no,cellular,28,jan,148,2,258,2,failure,no
52,management,married,tertiary,no,1392,no,no,cellular,28,jan,1121,2,205,3,failure,no
44,technician,married,secondary,no,-199,no,no,cellular,28,jan,692,2,247,3,failure,no
50,technician,married,secondary,no,-70,yes,yes,cellular,28,jan,391,2,191,1,failure,no
40,blue-collar,single,primary,no,366,yes,yes,cellular,28,jan,168,2,205,1,failure,no
47,technician,married,secondary,no,644,no,no,telephone,28,jan,54,3,160,13,failure,no
29,services,married,secondary,no,376,no,yes,telephone,28,jan,49,3,183,4,failure,no
51,technician,married,,no,413,yes,no,telephone,28,jan,82,2,254,2,failure,no
49,management,divorced,tertiary,no,557,yes,no,cellular,29,jan,145,1,223,5,failure,no
31,management,single,tertiary,no,86,no,no,cellular,29,jan,100,1,170,4,failure,no
34,blue-collar,married,secondary,no,1988,yes,no,telephone,29,jan,53,1,266,2,failure,no
57,admin.,married,secondary,no,1504,yes,no,cellular,29,jan,52,1,245,2,failure,no
33,services,single,secondary,no,459,yes,no,cellular,29,jan,241,1,266,2,failure,no
35,technician,married,secondary,no,-259,yes,no,cellular,29,jan,381,1,247,2,failure,no
60,technician,married,secondary,no,2041,no,no,telephone,29,jan,123,1,185,7,failure,no
33,admin.,single,secondary,no,13,yes,no,cellular,29,jan,111,1,247,2,failure,no
32,technician,married,tertiary,no,0,yes,yes,cellular,29,jan,223,1,261,2,failure,no
46,blue-collar,married,secondary,no,120,yes,yes,cellular,29,jan,121,1,259,3,failure,no
36,services,divorced,secondary,no,532,yes,no,cellular,29,jan,391,1,241,1,failure,no
36,technician,married,tertiary,no,-290,yes,yes,cellular,29,jan,150,1,189,3,failure,no
34,admin.,single,secondary,no,673,yes,no,cellular,29,jan,89,1,260,2,failure,no
39,admin.,married,secondary,no,272,yes,yes,cellular,29,jan,199,1,234,2,failure,no
48,services,single,secondary,no,133,yes,yes,cellular,29,jan,451,1,197,1,failure,no
34,management,married,tertiary,no,557,yes,no,cellular,29,jan,354,1,197,1,failure,no
36,management,divorced,tertiary,no,36,yes,no,cellular,29,jan,227,1,261,6,failure,no
36,entrepreneur,married,secondary,no,313,yes,no,cellular,29,jan,167,2,198,1,failure,no
36,admin.,married,secondary,no,498,yes,no,cellular,29,jan,151,1,253,1,failure,no
36,technician,married,secondary,no,319,yes,no,cellular,29,jan,29,1,266,1,failure,no
46,blue-collar,married,secondary,no,521,yes,no,cellular,29,jan,246,1,226,3,failure,no
45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,128,1,192,1,failure,no
35,technician,married,secondary,no,149,yes,no,cellular,29,jan,99,1,245,2,failure,no
60,technician,married,secondary,no,478,no,no,cellular,29,jan,139,1,171,5,failure,no
37,blue-collar,married,primary,no,345,yes,no,cellular,29,jan,344,1,188,2,failure,no
33,management,divorced,tertiary,no,893,yes,no,cellular,29,jan,259,1,259,9,failure,no
50,management,single,tertiary,no,567,yes,no,cellular,29,jan,50,1,258,8,failure,no
46,entrepreneur,married,secondary,no,294,yes,no,cellular,29,jan,444,1,196,1,failure,no
,management,married,tertiary,no,1857,no,no,cellular,29,jan,386,1,168,4,failure,no
30,management,single,tertiary,no,1422,yes,yes,cellular,29,jan,305,1,223,27,failure,no
,self-employed,married,secondary,yes,254,yes,yes,cellular,29,jan,194,1,188,1,failure,no
39,management,divorced,tertiary,no,547,yes,no,cellular,29,jan,317,2,260,4,failure,no
51,management,single,tertiary,no,0,yes,no,telephone,29,jan,121,1,244,2,failure,no
41,admin.,single,secondary,no,1322,yes,no,cellular,29,jan,58,1,266,1,failure,no
,admin.,single,secondary,no,111,yes,no,cellular,29,jan,55,1,195,3,failure,no
53,technician,divorced,secondary,no,388,yes,yes,cellular,29,jan,67,1,247,1,failure,no
34,management,married,tertiary,no,498,yes,no,cellular,29,jan,84,1,251,2,failure,no
55,technician,married,secondary,no,273,yes,no,cellular,29,jan,84,3,183,3,failure,no
,management,married,tertiary,no,1330,yes,no,cellular,29,jan,41,2,261,1,failure,no
42,blue-collar,divorced,primary,no,299,yes,no,cellular,29,jan,305,2,261,2,failure,no
31,technician,single,tertiary,no,424,no,no,cellular,29,jan,106,1,161,2,failure,no
31,management,married,tertiary,no,732,yes,no,cellular,29,jan,542,1,241,1,failure,no
38,entrepreneur,single,tertiary,no,-274,yes,yes,cellular,29,jan,103,1,247,2,failure,no
48,services,married,primary,no,1496,yes,no,telephone,29,jan,284,2,258,2,failure,no
39,blue-collar,single,tertiary,no,263,yes,no,cellular,29,jan,160,1,199,6,failure,no
34,management,married,tertiary,no,303,yes,no,cellular,29,jan,50,1,195,2,failure,no
53,technician,married,tertiary,no,1405,yes,yes,cellular,29,jan,140,1,244,1,failure,no
34,technician,married,tertiary,no,16992,yes,no,cellular,29,jan,71,1,245,1,failure,no
36,blue-collar,married,secondary,no,-557,yes,yes,cellular,29,jan,484,1,253,1,failure,no
33,management,single,tertiary,no,1345,yes,no,cellular,29,jan,257,1,262,3,failure,no
35,blue-collar,single,secondary,no,1239,yes,no,cellular,29,jan,112,1,195,1,failure,no
29,management,married,tertiary,no,246,yes,no,cellular,29,jan,61,1,265,1,failure,no
37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,404,2,251,6,failure,no
44,management,married,primary,no,5418,yes,yes,cellular,29,jan,188,1,185,5,failure,no
46,admin.,divorced,secondary,no,660,yes,no,cellular,29,jan,1026,1,259,2,failure,no
40,blue-collar,divorced,secondary,no,94,yes,no,cellular,29,jan,121,1,245,1,failure,no
30,services,single,secondary,no,193,yes,no,cellular,29,jan,326,1,244,2,failure,no
45,blue-collar,married,primary,no,487,yes,no,cellular,29,jan,117,1,163,4,failure,no
29,admin.,single,secondary,no,2768,yes,no,cellular,29,jan,69,1,241,4,failure,no
41,services,married,secondary,no,1141,yes,no,cellular,29,jan,75,1,247,1,failure,no
32,blue-collar,single,secondary,no,160,yes,no,telephone,29,jan,48,1,265,1,failure,no
31,services,single,tertiary,no,1025,no,no,cellular,29,jan,93,1,254,3,failure,no
31,blue-collar,married,secondary,no,360,yes,yes,cellular,29,jan,89,1,241,1,failure,no
40,management,married,tertiary,no,351,yes,no,cellular,29,jan,338,1,254,3,failure,no
34,admin.,single,secondary,no,391,yes,no,cellular,29,jan,77,1,265,2,failure,no
37,technician,married,tertiary,no,183,yes,no,cellular,29,jan,51,1,258,1,failure,no
35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure,no
28,self-employed,single,tertiary,no,0,yes,no,cellular,29,jan,379,1,192,1,failure,no
39,blue-collar,married,secondary,no,648,yes,no,cellular,29,jan,85,2,240,1,failure,no
28,admin.,single,secondary,no,1391,yes,no,cellular,29,jan,462,2,247,1,failure,no
59,management,married,tertiary,no,2365,no,yes,cellular,29,jan,36,1,188,4,failure,no
56,blue-collar,married,primary,no,420,yes,no,cellular,29,jan,129,1,265,1,failure,no
50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,jan,197,2,244,3,failure,no
34,technician,single,secondary,no,341,no,yes,cellular,29,jan,136,1,262,3,failure,no
34,blue-collar,single,secondary,no,381,yes,no,cellular,29,jan,83,1,262,1,failure,no
31,management,married,secondary,no,678,yes,no,cellular,29,jan,249,1,259,4,failure,no
